item_id,title,category_id,brand,price,item_code,image_url,description
p0029,Noise Sense 2020 (60),smartwatch,Noise,66080,100029,https://via.placeholder.com/300x200.png?text=Noise+smartwatch,"2020 Noise smartwatch - Noise Sense 2020 (60). Approx. price ₹66080. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0030,LG Smart TV 2020 (16),tv,LG,35120,100030,https://via.placeholder.com/300x200.png?text=LG+tv,"2020 LG tv - LG Smart TV 2020 (16). Approx. price ₹35120. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0031,Noise Pro 2024 (50),smartwatch,Noise,12680,100031,https://via.placeholder.com/300x200.png?text=Noise+smartwatch,"2024 Noise smartwatch - Noise Pro 2024 (50). Approx. price ₹12680. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0032,FireBoltt Active 2021 (17),smartwatch,FireBoltt,75270,100032,https://via.placeholder.com/300x200.png?text=FireBoltt+smartwatch,"2021 FireBoltt smartwatch - FireBoltt Active 2021 (17). Approx. price ₹75270. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0033,Nikon Mark II 2025 20,camera,Nikon,418070,100033,https://via.placeholder.com/300x200.png?text=Nikon+camera,"2025 Nikon camera - Nikon Mark II 2025 20. Approx. price ₹418070. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0034,Microsoft Gaming Digital 2023,console,Microsoft,50750,100034,https://via.placeholder.com/300x200.png?text=Microsoft+console,"2023 Microsoft console - Microsoft Gaming Digital 2023. Approx. price ₹50750. Ideal for users looking for a modern console with good performance, released between 2020 and 2025."
p0035,Lenovo Tab 2020 (22),tablets,Lenovo,57060,100035,https://via.placeholder.com/300x200.png?text=Lenovo+tablets,"2020 Lenovo tablets - Lenovo Tab 2020 (22). Approx. price ₹57060. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0036,Xiaomi Tab 2021 (1),tablets,Xiaomi,69290,100036,https://via.placeholder.com/300x200.png?text=Xiaomi+tablets,"2021 Xiaomi tablets - Xiaomi Tab 2021 (1). Approx. price ₹69290. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0037,Realme Note 2020 (58),phones,Realme,78490,100037,https://via.placeholder.com/300x200.png?text=Realme+phones,"2020 Realme phones - Realme Note 2020 (58). Approx. price ₹78490. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0038,Realme Ultra 2022 (43),phones,Realme,27610,100038,https://via.placeholder.com/300x200.png?text=Realme+phones,"2022 Realme phones - Realme Ultra 2022 (43). Approx. price ₹27610. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0039,Apple Gaming 2024 (37),laptops,Apple,72690,100039,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2024 Apple laptops - Apple Gaming 2024 (37). Approx. price ₹72690. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0040,Samsung Fit 2021 (7),smartwatch,Samsung,51930,100040,https://via.placeholder.com/300x200.png?text=Samsung+smartwatch,"2021 Samsung smartwatch - Samsung Fit 2021 (7). Approx. price ₹51930. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0041,Skullcandy Bass Headphones 30,headphones,Skullcandy,19140,100041,https://via.placeholder.com/300x200.png?text=Skullcandy+headphones,"2023 Skullcandy headphones - Skullcandy Bass Headphones 30. Approx. price ₹19140. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0042,Sony Gaming Digital 2020,console,Sony,40260,100042,https://via.placeholder.com/300x200.png?text=Sony+console,"2020 Sony console - Sony Gaming Digital 2020. Approx. price ₹40260. Ideal for users looking for a modern console with good performance, released between 2020 and 2025."
p0043,Realme 5G 2021 (13),phones,Realme,46570,100043,https://via.placeholder.com/300x200.png?text=Realme+phones,"2021 Realme phones - Realme 5G 2021 (13). Approx. price ₹46570. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0044,JBL Wireless Headphones 30,headphones,JBL,23710,100044,https://via.placeholder.com/300x200.png?text=JBL+headphones,"2022 JBL headphones - JBL Wireless Headphones 30. Approx. price ₹23710. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0045,Oppo Note 2024 (7),phones,Oppo,71310,100045,https://via.placeholder.com/300x200.png?text=Oppo+phones,"2024 Oppo phones - Oppo Note 2024 (7). Approx. price ₹71310. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0046,Canon DSLR 2020 60,camera,Canon,74880,100046,https://via.placeholder.com/300x200.png?text=Canon+camera,"2020 Canon camera - Canon DSLR 2020 60. Approx. price ₹74880. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0047,Samsung Active 2021 (56),smartwatch,Samsung,70540,100047,https://via.placeholder.com/300x200.png?text=Samsung+smartwatch,"2021 Samsung smartwatch - Samsung Active 2021 (56). Approx. price ₹70540. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0048,Asus Air 2020 (25),laptops,Asus,168610,100048,https://via.placeholder.com/300x200.png?text=Asus+laptops,"2020 Asus laptops - Asus Air 2020 (25). Approx. price ₹168610. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0049,Apple Active 2023 (45),smartwatch,Apple,14420,100049,https://via.placeholder.com/300x200.png?text=Apple+smartwatch,"2023 Apple smartwatch - Apple Active 2023 (45). Approx. price ₹14420. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0050,LG Smart TV 2020 (38),tv,LG,190770,100050,https://via.placeholder.com/300x200.png?text=LG+tv,"2020 LG tv - LG Smart TV 2020 (38). Approx. price ₹190770. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0051,Redmi 5G 2024 (31),phones,Redmi,96730,100051,https://via.placeholder.com/300x200.png?text=Redmi+phones,"2024 Redmi phones - Redmi 5G 2024 (31). Approx. price ₹96730. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0052,Nikon Mirrorless 2020 33,camera,Nikon,300940,100052,https://via.placeholder.com/300x200.png?text=Nikon+camera,"2020 Nikon camera - Nikon Mirrorless 2020 33. Approx. price ₹300940. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0053,Xiaomi Pro 2025 (56),phones,Xiaomi,49330,100053,https://via.placeholder.com/300x200.png?text=Xiaomi+phones,"2025 Xiaomi phones - Xiaomi Pro 2025 (56). Approx. price ₹49330. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0054,boAt Sound Speaker 39,speaker,boAt,32770,100054,https://via.placeholder.com/300x200.png?text=boAt+speaker,"2024 boAt speaker - boAt Sound Speaker 39. Approx. price ₹32770. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0055,OnePlus ANC Headphones 37,headphones,OnePlus,27160,100055,https://via.placeholder.com/300x200.png?text=OnePlus+headphones,"2024 OnePlus headphones - OnePlus ANC Headphones 37. Approx. price ₹27160. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0056,Apple Pro 2025 (21),laptops,Apple,79400,100056,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2025 Apple laptops - Apple Pro 2025 (21). Approx. price ₹79400. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0057,Apple Gaming 2025 (20),laptops,Apple,88800,100057,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2025 Apple laptops - Apple Gaming 2025 (20). Approx. price ₹88800. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0058,Redmi 5G 2023 (40),phones,Redmi,100440,100058,https://via.placeholder.com/300x200.png?text=Redmi+phones,"2023 Redmi phones - Redmi 5G 2023 (40). Approx. price ₹100440. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0059,Realme Pro 2024 (17),phones,Realme,98050,100059,https://via.placeholder.com/300x200.png?text=Realme+phones,"2024 Realme phones - Realme Pro 2024 (17). Approx. price ₹98050. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0060,Realme Pro 2022 (19),phones,Realme,47440,100060,https://via.placeholder.com/300x200.png?text=Realme+phones,"2022 Realme phones - Realme Pro 2022 (19). Approx. price ₹47440. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0061,Sony Mirrorless 2024 52,camera,Sony,278850,100061,https://via.placeholder.com/300x200.png?text=Sony+camera,"2024 Sony camera - Sony Mirrorless 2024 52. Approx. price ₹278850. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0062,Sony DSLR 2025 7,camera,Sony,128720,100062,https://via.placeholder.com/300x200.png?text=Sony+camera,"2025 Sony camera - Sony DSLR 2025 7. Approx. price ₹128720. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0063,Samsung 5G 2022 (19),phones,Samsung,27290,100063,https://via.placeholder.com/300x200.png?text=Samsung+phones,"2022 Samsung phones - Samsung 5G 2022 (19). Approx. price ₹27290. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0064,LG LED TV 2025 (41),tv,LG,160520,100064,https://via.placeholder.com/300x200.png?text=LG+tv,"2025 LG tv - LG LED TV 2025 (41). Approx. price ₹160520. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0065,Samsung Plus 2020 (41),tablets,Samsung,76340,100065,https://via.placeholder.com/300x200.png?text=Samsung+tablets,"2020 Samsung tablets - Samsung Plus 2020 (41). Approx. price ₹76340. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0066,Redmi Pro 2022 (50),phones,Redmi,65060,100066,https://via.placeholder.com/300x200.png?text=Redmi+phones,"2022 Redmi phones - Redmi Pro 2022 (50). Approx. price ₹65060. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0067,Lenovo Plus 2025 (29),tablets,Lenovo,65840,100067,https://via.placeholder.com/300x200.png?text=Lenovo+tablets,"2025 Lenovo tablets - Lenovo Plus 2025 (29). Approx. price ₹65840. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0068,Xiaomi Pro 2025 (58),phones,Xiaomi,63280,100068,https://via.placeholder.com/300x200.png?text=Xiaomi+phones,"2025 Xiaomi phones - Xiaomi Pro 2025 (58). Approx. price ₹63280. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0069,Realme Pro Headphones 10,headphones,Realme,4500,100069,https://via.placeholder.com/300x200.png?text=Realme+headphones,"2024 Realme headphones - Realme Pro Headphones 10. Approx. price ₹4500. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0070,Sony LED TV 2020 (58),tv,Sony,64360,100070,https://via.placeholder.com/300x200.png?text=Sony+tv,"2020 Sony tv - Sony LED TV 2020 (58). Approx. price ₹64360. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0071,Samsung Plus 2022 (50),tablets,Samsung,94930,100071,https://via.placeholder.com/300x200.png?text=Samsung+tablets,"2022 Samsung tablets - Samsung Plus 2022 (50). Approx. price ₹94930. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0072,HP Pro 2021 (52),laptops,HP,168080,100072,https://via.placeholder.com/300x200.png?text=HP+laptops,"2021 HP laptops - HP Pro 2021 (52). Approx. price ₹168080. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0073,Samsung Max 2025 (60),phones,Samsung,86580,100073,https://via.placeholder.com/300x200.png?text=Samsung+phones,"2025 Samsung phones - Samsung Max 2025 (60). Approx. price ₹86580. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0074,OnePlus Wireless Headphones 52,headphones,OnePlus,8700,100074,https://via.placeholder.com/300x200.png?text=OnePlus+headphones,"2025 OnePlus headphones - OnePlus Wireless Headphones 52. Approx. price ₹8700. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0075,Vivo Ultra 2020 (55),phones,Vivo,26230,100075,https://via.placeholder.com/300x200.png?text=Vivo+phones,"2020 Vivo phones - Vivo Ultra 2020 (55). Approx. price ₹26230. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0076,Apple Pro 2022 (53),smartwatch,Apple,19310,100076,https://via.placeholder.com/300x200.png?text=Apple+smartwatch,"2022 Apple smartwatch - Apple Pro 2022 (53). Approx. price ₹19310. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0077,Asus Book 2022 (18),laptops,Asus,188850,100077,https://via.placeholder.com/300x200.png?text=Asus+laptops,"2022 Asus laptops - Asus Book 2022 (18). Approx. price ₹188850. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0078,Apple Plus 2025 (33),tablets,Apple,77230,100078,https://via.placeholder.com/300x200.png?text=Apple+tablets,"2025 Apple tablets - Apple Plus 2025 (33). Approx. price ₹77230. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0079,Sony Pro 2020 8,camera,Sony,78920,100079,https://via.placeholder.com/300x200.png?text=Sony+camera,"2020 Sony camera - Sony Pro 2020 8. Approx. price ₹78920. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0080,Samsung Plus 2020 (39),tablets,Samsung,37650,100080,https://via.placeholder.com/300x200.png?text=Samsung+tablets,"2020 Samsung tablets - Samsung Plus 2020 (39). Approx. price ₹37650. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0081,TCL Smart TV 2024 (33),tv,TCL,122400,100081,https://via.placeholder.com/300x200.png?text=TCL+tv,"2024 TCL tv - TCL Smart TV 2024 (33). Approx. price ₹122400. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0082,boAt Bar Speaker 3,speaker,boAt,1160,100082,https://via.placeholder.com/300x200.png?text=boAt+speaker,"2022 boAt speaker - boAt Bar Speaker 3. Approx. price ₹1160. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0083,Nikon Mirrorless 2022 28,camera,Nikon,359770,100083,https://via.placeholder.com/300x200.png?text=Nikon+camera,"2022 Nikon camera - Nikon Mirrorless 2022 28. Approx. price ₹359770. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0084,Mi Smart TV 2022 (43),tv,Mi,198870,100084,https://via.placeholder.com/300x200.png?text=Mi+tv,"2022 Mi tv - Mi Smart TV 2022 (43). Approx. price ₹198870. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0085,Mi 4K UHD 2022 (43),tv,Mi,98980,100085,https://via.placeholder.com/300x200.png?text=Mi+tv,"2022 Mi tv - Mi 4K UHD 2022 (43). Approx. price ₹98980. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0086,Mi 4K UHD 2021 (13),tv,Mi,178100,100086,https://via.placeholder.com/300x200.png?text=Mi+tv,"2021 Mi tv - Mi 4K UHD 2021 (13). Approx. price ₹178100. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0087,OnePlus Wireless Headphones 58,headphones,OnePlus,18830,100087,https://via.placeholder.com/300x200.png?text=OnePlus+headphones,"2025 OnePlus headphones - OnePlus Wireless Headphones 58. Approx. price ₹18830. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0088,TCL Smart TV 2024 (54),tv,TCL,100230,100088,https://via.placeholder.com/300x200.png?text=TCL+tv,"2024 TCL tv - TCL Smart TV 2024 (54). Approx. price ₹100230. Ideal for users looking for a modern tv with good performance, released between 2020 and 2025."
p0089,Asus Air 2024 (39),laptops,Asus,112600,100089,https://via.placeholder.com/300x200.png?text=Asus+laptops,"2024 Asus laptops - Asus Air 2024 (39). Approx. price ₹112600. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0090,Fastrack Active 2021 (33),smartwatch,Fastrack,62230,100090,https://via.placeholder.com/300x200.png?text=Fastrack+smartwatch,"2021 Fastrack smartwatch - Fastrack Active 2021 (33). Approx. price ₹62230. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0091,Apple Slim 2020 (19),laptops,Apple,127890,100091,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2020 Apple laptops - Apple Slim 2020 (19). Approx. price ₹127890. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0092,Sony Boom Speaker 53,speaker,Sony,30600,100092,https://via.placeholder.com/300x200.png?text=Sony+speaker,"2020 Sony speaker - Sony Boom Speaker 53. Approx. price ₹30600. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0093,Lenovo Tab 2021 (2),tablets,Lenovo,30770,100093,https://via.placeholder.com/300x200.png?text=Lenovo+tablets,"2021 Lenovo tablets - Lenovo Tab 2021 (2). Approx. price ₹30770. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0094,FireBoltt Active 2020 (30),smartwatch,FireBoltt,66630,100094,https://via.placeholder.com/300x200.png?text=FireBoltt+smartwatch,"2020 FireBoltt smartwatch - FireBoltt Active 2020 (30). Approx. price ₹66630. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0095,boAt Bar Speaker 45,speaker,boAt,27300,100095,https://via.placeholder.com/300x200.png?text=boAt+speaker,"2025 boAt speaker - boAt Bar Speaker 45. Approx. price ₹27300. Ideal for users looking for a modern speaker with good performance, released between 2020 and 2025."
p0096,Lenovo Tab 2025 (45),tablets,Lenovo,97690,100096,https://via.placeholder.com/300x200.png?text=Lenovo+tablets,"2025 Lenovo tablets - Lenovo Tab 2025 (45). Approx. price ₹97690. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0097,Vivo Plus 2021 (12),phones,Vivo,52490,100097,https://via.placeholder.com/300x200.png?text=Vivo+phones,"2021 Vivo phones - Vivo Plus 2021 (12). Approx. price ₹52490. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0098,Realme Pro 2020 (30),phones,Realme,73710,100098,https://via.placeholder.com/300x200.png?text=Realme+phones,"2020 Realme phones - Realme Pro 2020 (30). Approx. price ₹73710. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0099,Panasonic Mark II 2024 21,camera,Panasonic,257720,100099,https://via.placeholder.com/300x200.png?text=Panasonic+camera,"2024 Panasonic camera - Panasonic Mark II 2024 21. Approx. price ₹257720. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0100,Fujifilm DSLR 2024 29,camera,Fujifilm,307870,100100,https://via.placeholder.com/300x200.png?text=Fujifilm+camera,"2024 Fujifilm camera - Fujifilm DSLR 2024 29. Approx. price ₹307870. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0101,Samsung Pro 2022 (49),smartwatch,Samsung,68280,100101,https://via.placeholder.com/300x200.png?text=Samsung+smartwatch,"2022 Samsung smartwatch - Samsung Pro 2022 (49). Approx. price ₹68280. Ideal for users looking for a modern smartwatch with good performance, released between 2020 and 2025."
p0102,Xiaomi Pad 2023 (41),tablets,Xiaomi,35800,100102,https://via.placeholder.com/300x200.png?text=Xiaomi+tablets,"2023 Xiaomi tablets - Xiaomi Pad 2023 (41). Approx. price ₹35800. Ideal for users looking for a modern tablets with good performance, released between 2020 and 2025."
p0103,Apple Max 2021 (18),phones,Apple,35580,100103,https://via.placeholder.com/300x200.png?text=Apple+phones,"2021 Apple phones - Apple Max 2021 (18). Approx. price ₹35580. Ideal for users looking for a modern phones with good performance, released between 2020 and 2025."
p0104,Canon DSLR 2021 10,camera,Canon,152250,100104,https://via.placeholder.com/300x200.png?text=Canon+camera,"2021 Canon camera - Canon DSLR 2021 10. Approx. price ₹152250. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0105,Apple Gaming 2021 (5),laptops,Apple,91700,100105,https://via.placeholder.com/300x200.png?text=Apple+laptops,"2021 Apple laptops - Apple Gaming 2021 (5). Approx. price ₹91700. Ideal for users looking for a modern laptops with good performance, released between 2020 and 2025."
p0106,Fujifilm DSLR 2023 4,camera,Fujifilm,330230,100106,https://via.placeholder.com/300x200.png?text=Fujifilm+camera,"2023 Fujifilm camera - Fujifilm DSLR 2023 4. Approx. price ₹330230. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
p0107,Realme Pro Headphones 2,headphones,Realme,14810,100107,https://via.placeholder.com/300x200.png?text=Realme+headphones,"2025 Realme headphones - Realme Pro Headphones 2. Approx. price ₹14810. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0108,Sony Pro Headphones 55,headphones,Sony,15480,100108,https://via.placeholder.com/300x200.png?text=Sony+headphones,"2023 Sony headphones - Sony Pro Headphones 55. Approx. price ₹15480. Ideal for users looking for a modern headphones with good performance, released between 2020 and 2025."
p0109,Panasonic DSLR 2021 32,camera,Panasonic,114470,100109,https://via.placeholder.com/300x200.png?text=Panasonic+camera,"2021 Panasonic camera - Panasonic DSLR 2021 32. Approx. price ₹114470. Ideal for users looking for a modern camera with good performance, released between 2020 and 2025."
